#clustering method	cluster number	cluster color	gene count	protein name	protein identifier	protein description
MCL	37	Sky Blue 3	3	Aco1	10090.ENSMUSP00000100038	Cytoplasmic aconitate hydratase; Iron sensor. Binds a 4Fe-4S cluster and functions as aconitase when cellular iron levels are high. Functions as mRNA binding protein that regulates uptake, sequestration and utilization of iron when cellular iron levels are low. Binds to iron-responsive elements (IRES) in target mRNA species when iron levels are low. Binding of a 4Fe-4S cluster precludes RNA binding (By similarity); Belongs to the aconitase/IPM isomerase family
MCL	37	Sky Blue 3	3	Impdh1	10090.ENSMUSP00000077289	Inosine-5'-monophosphate dehydrogenase 1; Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth. Could also have a single-stranded nucleic acid-binding activity and could play a role in RNA and/or DNA metabolism. It may also have a role in the development of malignancy and the growth progression of some tumors
MCL	38	Sky Blue 2	3	Acad11	10090.ENSMUSP00000043424	Acyl-CoA dehydrogenase family member 11; Acyl-CoA dehydrogenase, that exhibits maximal activity towards saturated C22-CoA
MCL	38	Sky Blue 2	3	Acsl3	10090.ENSMUSP00000045291	Long-chain-fatty-acid--CoA ligase 3; Acyl-CoA synthetases (ACSL) activates long-chain fatty acids for both synthesis of cellular lipids, and degradation via beta-oxidation. ACSL3 has mainly an anabolic role in energy metabolism (By similarity). Required for the incorporation of fatty acids into phosphatidylcholine, the major phospholipid located on the surface of VLDL (very low density lipoproteins) (By similarity). Mediates hepatic lipogenesis (By similarity). Preferentially uses myristate, laurate, arachidonate and eicosapentaenoate as substrates (By similarity)
MCL	38	Sky Blue 2	3	Acsl5	10090.ENSMUSP00000046585	Long-chain-fatty-acid--CoA ligase 5; Acyl-CoA synthetases (ACSL) activates long-chain fatty acids for both synthesis of cellular lipids, and degradation via beta-oxidation. ACSL5 may activate fatty acids from exogenous sources for the synthesis of triacylglycerol destined for intracellular storage (By similarity). It was suggested that it may also stimulate fatty acid oxidation (By similarity). At the villus tip of the crypt-villus axis of the small intestine may sensitize epithelial cells to apoptosis specifically triggered by the death ligand TRAIL (By similarity). May have a role in [...] 
MCL	39	Sky Blue	3	Ap1s1	10090.ENSMUSP00000106709	AP-1 complex subunit sigma-1A; Subunit of clathrin-associated adaptor protein complex 1 that plays a role in protein sorting in the late-Golgi/trans-Golgi network (TGN) and/or endosomes. The AP complexes mediate both the recruitment of clathrin to membranes and the recognition of sorting signals within the cytosolic tails of transmembrane cargo molecules
MCL	39	Sky Blue	3	Ap3b1	10090.ENSMUSP00000022196	AP-3 complex subunit beta-1; Subunit of non-clathrin- and clathrin-associated adaptor protein complex 3 (AP-3) that plays a role in protein sorting in the late-Golgi/trans-Golgi network (TGN) and/or endosomes. The AP complexes mediate both the recruitment of clathrin to membranes and the recognition of sorting signals within the cytosolic tails of transmembrane cargo molecules. AP-3 appears to be involved in the sorting of a subset of transmembrane proteins targeted to lysosomes and lysosome-related organelles. In concert with the BLOC-1 complex, AP-3 is required to target cargos into  [...] 
MCL	39	Sky Blue	3	Ap3d1	10090.ENSMUSP00000020420	AP-3 complex subunit delta-1; Part of the AP-3 complex, an adaptor-related complex which is not clathrin-associated. The complex is associated with the Golgi region as well as more peripheral structures. It facilitates the budding of vesicles from the Golgi membrane and may be directly involved in trafficking to lysosomes (By similarity). Involved in process of CD8+ T-cell and NK cell degranulation (By similarity). In concert with the BLOC-1 complex, AP-3 is required to target cargos into vesicles assembled at cell bodies for delivery into neurites and nerve terminals
MCL	40	Sky Blue 4	3	Irs1	10090.ENSMUSP00000063795	Insulin receptor substrate 1; May mediate the control of various cellular processes by insulin. When phosphorylated by the insulin receptor binds specifically to various cellular proteins containing SH2 domains such as phosphatidylinositol 3-kinase p85 subunit or GRB2. Activates phosphatidylinositol 3-kinase when bound to the regulatory p85 subunit (By similarity)
MCL	40	Sky Blue 4	3	Irs2	10090.ENSMUSP00000038514	Insulin receptor substrate 2; May mediate the control of various cellular processes by insulin
MCL	40	Sky Blue 4	3	Mapk9	10090.ENSMUSP00000020634	Mitogen-activated protein kinase 9; Serine/threonine-protein kinase involved in various processes such as cell proliferation, differentiation, migration, transformation and programmed cell death. Extracellular stimuli such as proinflammatory cytokines or physical stress stimulate the stress-activated protein kinase/c-Jun N-terminal kinase (SAP/JNK) signaling pathway. In this cascade, two dual specificity kinases MAP2K4/MKK4 and MAP2K7/MKK7 phosphorylate and activate MAPK9/JNK2. In turn, MAPK9/JNK2 phosphorylates a number of transcription factors, primarily components of AP-1 such as JU [...] 
MCL	41	Sky Blue 6	3	Brix1	10090.ENSMUSP00000022855	Ribosome biogenesis protein BRX1 homolog; Required for biogenesis of the 60S ribosomal subunit
MCL	41	Sky Blue 6	3	Drg1	10090.ENSMUSP00000020741	Developmentally-regulated GTP-binding protein 1; Critical regulator of cell growth under specific conditions. Implicated in differentiation and cell cycle arrest; Belongs to the TRAFAC class OBG-HflX-like GTPase superfamily. OBG GTPase family
MCL	41	Sky Blue 6	3	Pus7	10090.ENSMUSP00000113801	Pseudouridylate synthase 7 homolog (S. cerevisiae)
MCL	42	Sky Blue 7	3	Ap2a1	10090.ENSMUSP00000127842	AP-2 complex subunit alpha-1; Component of the adaptor protein complex 2 (AP-2). Adaptor protein complexes function in protein transport via transport vesicles in different membrane traffic pathways. Adaptor protein complexes are vesicle coat components and appear to be involved in cargo selection and vesicle formation. AP-2 is involved in clathrin-dependent endocytosis in which cargo proteins are incorporated into vesicles surrounded by clathrin (clathrin- coated vesicles, CCVs) which are destined for fusion with the early endosome. The clathrin lattice serves as a mechanical scaffold [...] 
MCL	42	Sky Blue 7	3	Cltc	10090.ENSMUSP00000099475	Clathrin heavy chain 1; Clathrin is the major protein of the polyhedral coat of coated pits and vesicles. Two different adapter protein complexes link the clathrin lattice either to the plasma membrane or to the trans-Golgi network. Acts as component of the TACC3/ch- TOG/clathrin complex proposed to contribute to stabilization of kinetochore fibers of the mitotic spindle by acting as inter- microtubule bridge. The TACC3/ch-TOG/clathrin complex is required for the maintenance of kinetochore fiber tension. Plays a role in early autophagosome formation
MCL	42	Sky Blue 7	3	Htt	10090.ENSMUSP00000078945	Huntingtin; May play a role in microtubule-mediated transport or vesicle function; Belongs to the huntingtin family
MCL	43	Cornflower Blue 6	3	Psmg1	10090.ENSMUSP00000023630	Proteasome assembly chaperone 1; Chaperone protein which promotes assembly of the 20S proteasome as part of a heterodimer with PSMG2. The PSMG1-PSMG2 heterodimer binds to the PSMA5 and PSMA7 proteasome subunits, promotes assembly of the proteasome alpha subunits into the heteroheptameric alpha ring and prevents alpha ring dimerization (By similarity)
MCL	43	Cornflower Blue 6	3	Rfc3	10090.ENSMUSP00000039621	Replication factor C subunit 3; The elongation of primed DNA templates by DNA polymerase delta and epsilon requires the action of the accessory proteins proliferating cell nuclear antigen (PCNA) and activator 1
MCL	43	Cornflower Blue 6	3	Trim25	10090.ENSMUSP00000103528	E3 ubiquitin/ISG15 ligase TRIM25; Functions as a ubiquitin E3 ligase and as an ISG15 E3 ligase. Involved in innate immune defense against viruses by mediating ubiquitination of DDX58. Mediates 'Lys-63'-linked polyubiquitination of the DDX58 N-terminal CARD-like region which is crucial for triggering the cytosolic signal transduction that leads to the production of interferons in response to viral infection. Promotes ISGylation of 14-3-3 sigma (SFN), an adapter protein implicated in the regulation of a large spectrum signaling pathway. Mediates estrogen action in various target organs.  [...] 
MCL	44	Cornflower Blue 5	3	Agpat9	10090.ENSMUSP00000031255	Glycerol-3-phosphate acyltransferase 3; May transfer the acyl-group from acyl-coA to the sn-1 position of glycerol-3-phosphate, an essential step in glycerolipid biosynthesis. Also transfers the acyl-group from acyl-coA to the sn-2 position of 1-acyl-sn-glycerol-3-phosphate (lysophosphatidic acid, or LPA), forming 1,2-diacyl-sn-glycerol-3- phosphate (phosphatidic acid, or PA)
MCL	44	Cornflower Blue 5	3	Gpam	10090.ENSMUSP00000057635	Glycerol-3-phosphate acyltransferase 1, mitochondrial; Esterifies acyl-group from acyl-ACP to the sn-1 position of glycerol-3-phosphate, an essential step in glycerolipid biosynthesis; Belongs to the GPAT/DAPAT family
MCL	44	Cornflower Blue 5	3	Gpd1	10090.ENSMUSP00000023760	Glycerol-3-phosphate dehydrogenase 1 (soluble)
MCL	45	Cornflower Blue 3	3	Prmt1	10090.ENSMUSP00000103474	Protein arginine N-methyltransferase 1; Arginine methyltransferase that methylates (mono and asymmetric dimethylation) the guanidino nitrogens of arginyl residues present in proteins such as ESR1, histone H2, H3 and H4, PIAS1, HNRNPA1, HNRNPD, NFATC2IP, SUPT5H, TAF15, EWS, HABP4 and SERBP1. Constitutes the main enzyme that mediates monomethylation and asymmetric dimethylation of histone H4 'Arg-4' (H4R3me1 and H4R3me2a, respectively), a specific tag for epigenetic transcriptional activation. Together with dimethylated PIAS1, represses STAT1 transcriptional activity, in the late phase o [...] 
MCL	45	Cornflower Blue 3	3	Prmt5	10090.ENSMUSP00000023873	Protein arginine N-methyltransferase 5; Arginine methyltransferase that can both catalyze the formation of omega-N monomethylarginine (MMA) and symmetrical dimethylarginine (sDMA), with a preference for the formation of MMA. Specifically mediates the symmetrical dimethylation of arginine residues in the small nuclear ribonucleoproteins Sm D1 (SNRPD1) and Sm D3 (SNRPD3); such methylation being required for the assembly and biogenesis of snRNP core particles. Methylates SUPT5H and may regulate its transcriptional elongation properties. Mono- and dimethylates arginine residues of myelin b [...] 
MCL	45	Cornflower Blue 3	3	Smarca4	10090.ENSMUSP00000034707	Transcription activator BRG1; Involved in transcriptional activation and repression of select genes by chromatin remodeling (alteration of DNA-nucleosome topology). Component of SWI/SNF chromatin remodeling complexes that carry out key enzymatic activities, changing chromatin structure by altering DNA-histone contacts within a nucleosome in an ATP-dependent manner. Component of the CREST-BRG1 complex, a multiprotein complex that regulates promoter activation by orchestrating a calcium-dependent release of a repressor complex and a recruitment of an activator complex. In resting neurons [...] 
MCL	46	Cornflower Blue	3	Acaca	10090.ENSMUSP00000099490	Acetyl-CoA carboxylase 1; Catalyzes the rate-limiting reaction in the biogenesis of long-chain fatty acids. Carries out three functions: biotin carboxyl carrier protein, biotin carboxylase and carboxyltransferase
MCL	46	Cornflower Blue	3	Acacb	10090.ENSMUSP00000099642	Acetyl-CoA carboxylase 2; Catalyzes the ATP-dependent carboxylation of acetyl-CoA to malonyl-CoA (By similarity). Carries out three functions: biotin carboxyl carrier protein, biotin carboxylase and carboxyltransferase (By similarity). Involved in inhibition of fatty acid and glucose oxidation and enhancement of fat storage. May play a role in regulation of mitochondrial fatty acid oxidation through malonyl-CoA- dependent inhibition of carnitine palmitoyltransferase 1
MCL	46	Cornflower Blue	3	Cpt1a	10090.ENSMUSP00000025835	Carnitine O-palmitoyltransferase 1, liver isoform; Catalyzes the transfer of the acyl group of long-chain fatty acid-CoA conjugates onto carnitine, an essential step for the mitochondrial uptake of long-chain fatty acids and their subsequent beta-oxidation in the mitochondrion. Plays an important role in triglyceride metabolism; Belongs to the carnitine/choline acetyltransferase family
MCL	47	Blue	3	Phkb	10090.ENSMUSP00000050788	Phosphorylase b kinase regulatory subunit beta; Phosphorylase b kinase catalyzes the phosphorylation of serine in certain substrates, including troponin I. The beta chain acts as a regulatory unit and modulates the activity of the holoenzyme in response to phosphorylation (By similarity)
MCL	47	Blue	3	Phkg1	10090.ENSMUSP00000026617	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform; Catalytic subunit of the phosphorylase b kinase (PHK), which mediates the neural and hormonal regulation of glycogen breakdown (glycogenolysis) by phosphorylating and thereby activating glycogen phosphorylase. In vitro, phosphorylates PYGM, TNNI3, MAPT/TAU, GAP43 and NRGN/RC3 (By similarity); Belongs to the protein kinase superfamily. CAMK Ser/Thr protein kinase family
MCL	47	Blue	3	Pygl	10090.ENSMUSP00000071231	Glycogen phosphorylase, liver form; Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties (By similarity)
MCL	48	Cornflower Blue 2	3	Agpat3	10090.ENSMUSP00000101028	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma; Converts lysophosphatidic acid (LPA) into phosphatidic acid by incorporating an acyl moiety at the sn-2 position of the glycerol backbone. Acts on LPA containing saturated or unsaturated fatty acids C16:0-C20:4 at the sn-1 position using C18:1, C20:4 or C18:2-CoA as the acyl donor. Also acts on lysophosphatidylcholine, lysophosphatidylinositol and lysophosphatidylserine using C18:1 or C20:4-CoA (By similarity). Has a preference for arachidonoyl-CoA as a donor. Has also a modest lysophosphatidylinositol acyltransferase (LPIAT) activi [...] 
MCL	48	Cornflower Blue 2	3	Lclat1	10090.ENSMUSP00000068690	Lysocardiolipin acyltransferase 1; Acyl-CoA:lysocardiolipin acyltransferase. Possesses both lysophosphatidylinositol acyltransferase (LPIAT) and lysophosphatidylglycerol acyltransferase (LPGAT) activities. Recognizes both monolysocardiolipin and dilysocardiolipin as substrates with a preference for linoleoyl-CoA and oleoyl-CoA as acyl donors. Acts as a remodeling enzyme for cardiolipin, a major membrane polyglycerophospholipid. Converts lysophosphatidic acid (LPA) into phosphatidic acid (PA) with a relatively low activity. Required for establishment of the hematopoietic and endothelial [...] 
MCL	48	Cornflower Blue 2	3	Lpgat1	10090.ENSMUSP00000106480	Acyl-CoA:lysophosphatidylglycerol acyltransferase 1; Lysophosphatidylglycerol (LPG) specific acyltransferase that recognizes various acyl-CoAs and LPGs as substrates but demonstrates a clear preference for long chain saturated fatty acyl-CoAs and oleoyl-CoA as acyl donors. Prefers oleoyl-LPG over palmitoyl-LPG as an acyl receptor and oleoyl-CoA over lauroyl-CoA as an acyl donor (By similarity)
MCL	49	Cornflower Blue 4	3	Alg11	10090.ENSMUSP00000072382	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase; Mannosyltransferase involved in the last steps of the synthesis of Man5GlcNAc(2)-PP-dolichol core oligosaccharide on the cytoplasmic face of the endoplasmic reticulum. Catalyzes the addition of the 4th and 5th mannose residues to the dolichol- linked oligosaccharide chain (By similarity); Belongs to the glycosyltransferase group 1 family. Glycosyltransferase 4 subfamily
MCL	49	Cornflower Blue 4	3	Alg3	10090.ENSMUSP00000045272	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase; Adds the first Dol-P-Man derived mannose in an alpha-1,3 linkage to Man5GlcNAc2-PP-Dol; Belongs to the glycosyltransferase 58 family
MCL	49	Cornflower Blue 4	3	Alg9	10090.ENSMUSP00000034561	Alpha-1,2-mannosyltransferase ALG9; Catalyzes the transfer of mannose from Dol-P-Man to lipid-linked oligosaccharides
MCL	50	Medium Slate Blue 6	3	Alg1	10090.ENSMUSP00000097770	Chitobiosyldiphosphodolichol beta-mannosyltransferase; Participates in the formation of the lipid-linked precursor oligosaccharide for N-glycosylation. Involved in assembling the dolichol-pyrophosphate-GlcNAc(2)-Man(5) intermediate on the cytoplasmic surface of the ER (By similarity)
MCL	50	Medium Slate Blue 6	3	Dolk	10090.ENSMUSP00000097792	Dolichol kinase; Involved in the synthesis of the sugar donor Dol-P-Man which is required in the synthesis of N-linked and O-linked oligosaccharides and for that of GPI anchors
MCL	50	Medium Slate Blue 6	3	Dpm1	10090.ENSMUSP00000118776	Dolichol-phosphate mannosyltransferase subunit 1; Transfers mannose from GDP-mannose to dolichol monophosphate to form dolichol phosphate mannose (Dol-P-Man) which is the mannosyl donor in pathways leading to N-glycosylation, glycosyl phosphatidylinositol membrane anchoring, and O- mannosylation of proteins; catalytic subunit of the dolichol- phosphate mannose (DPM) synthase complex
MCL	51	Medium Slate Blue 4	2	Sdhc	10090.ENSMUSP00000106968	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial; Membrane-anchoring subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q)
MCL	51	Medium Slate Blue 4	2	Sdhd	10090.ENSMUSP00000000175	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial; Membrane-anchoring subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q); Belongs to the CybS family
MCL	52	Medium Slate Blue 2	2	Csk	10090.ENSMUSP00000034863	Tyrosine-protein kinase CSK; Non-receptor tyrosine-protein kinase that plays an important role in the regulation of cell growth, differentiation, migration and immune response. Phosphorylates tyrosine residues located in the C-terminal tails of Src-family kinases (SFKs) including LCK, SRC, HCK, FYN, LYN or YES1. Upon tail phosphorylation, Src-family members engage in intramolecular interactions between the phosphotyrosine tail and the SH2 domain that result in an inactive conformation. To inhibit SFKs, CSK is recruited to the plasma membrane via binding to transmembrane proteins or ada [...] 
MCL	52	Medium Slate Blue 2	2	Raf1	10090.ENSMUSP00000000451	RAF proto-oncogene serine/threonine-protein kinase; Serine/threonine-protein kinase that acts as a regulatory link between the membrane-associated Ras GTPases and the MAPK/ERK cascade, and this critical regulatory link functions as a switch determining cell fate decisions including proliferation, differentiation, apoptosis, survival and oncogenic transformation. RAF1 activation initiates a mitogen-activated protein kinase (MAPK) cascade that comprises a sequential phosphorylation of the dual-specific MAPK kinases (MAP2K1/MEK1 and MAP2K2/MEK2) and the extracellular signal-regulated kina [...] 
MCL	53	Medium Slate Blue	2	Ccbl2	10090.ENSMUSP00000041675	Kynurenine--oxoglutarate transaminase 3; Catalyzes the irreversible transamination of the L- tryptophan metabolite L-kynurenine to form kynurenic acid (KA). May catalyze the beta-elimination of S-conjugates and Se- conjugates of L-(seleno)cysteine, resulting in the cleavage of the C-S or C-Se bond (By similarity). Has transaminase activity towards L-kynurenine, tryptophan, phenylalanine, serine, cysteine, methionine, histidine, glutamine and asparagine with glyoxylate as an amino group acceptor (in vitro). Has lower activity with 2- oxoglutarate as amino group acceptor (in vitro)
MCL	53	Medium Slate Blue	2	Txnrd3	10090.ENSMUSP00000000828	Thioredoxin reductase 3; Displays thioredoxin reductase, glutaredoxin and glutathione reductase activities. Catalyzes disulfide bond isomerization. Promotes disulfide bond formation between GPX4 and various sperm proteins and may play a role in sperm maturation by promoting formation of sperm structural components; Belongs to the class-I pyridine nucleotide-disulfide oxidoreductase family
MCL	54	Medium Slate Blue 3	2	Pex1	10090.ENSMUSP00000006061	Peroxisome biogenesis factor 1; Required for stability of PEX5 and protein import into the peroxisome matrix. Anchored by PEX26 to peroxisome membranes, possibly to form heteromeric AAA ATPase complexes required for the import of proteins into peroxisomes (By similarity)
MCL	54	Medium Slate Blue 3	2	Pex6	10090.ENSMUSP00000002840	Peroxisome assembly factor 2; Involved in peroxisome biosynthesis. Required for stability of the PTS1 receptor. Probably required for protein import into peroxisomes. Anchored by PEX26 to peroxisome membranes, possibly to form heteromeric AAA ATPase complexes required for the import of proteins into peroxisomes (By similarity)
MCL	55	Medium Slate Blue 5	2	Gys1	10090.ENSMUSP00000003964	Glycogen [starch] synthase, muscle; Transfers the glycosyl residue from UDP-Glc to the non- reducing end of alpha-1,4-glucan; Belongs to the glycosyltransferase 3 family
MCL	55	Medium Slate Blue 5	2	Ppp1r3d	10090.ENSMUSP00000061402	Protein phosphatase 1, regulatory subunit 3D
MCL	56	Medium Purple	2	Msh2	10090.ENSMUSP00000024967	DNA mismatch repair protein Msh2; Component of the post-replicative DNA mismatch repair system (MMR). Forms two different heterodimers: MutS alpha (MSH2- MSH6 heterodimer) and MutS beta (MSH2-MSH3 heterodimer) which binds to DNA mismatches thereby initiating DNA repair. When bound, heterodimers bend the DNA helix and shields approximately 20 base pairs. MutS alpha recognizes single base mismatches and dinucleotide insertion-deletion loops (IDL) in the DNA. MutS beta recognizes larger insertion-deletion loops up to 13 nucleotides long. After mismatch binding, MutS alpha or beta forms a  [...] 
MCL	56	Medium Purple	2	Msh6	10090.ENSMUSP00000005503	DNA mismatch repair protein Msh6; Component of the post-replicative DNA mismatch repair system (MMR). Heterodimerizes with MSH2 to form MutS alpha, which binds to DNA mismatches thereby initiating DNA repair. When bound, MutS alpha bends the DNA helix and shields approximately 20 base pairs, and recognizes single base mismatches and dinucleotide insertion-deletion loops (IDL) in the DNA. After mismatch binding, forms a ternary complex with the MutL alpha heterodimer, which is thought to be responsible for directing the downstream MMR events, including strand discrimination, excision, a [...] 
MCL	57	Medium Purple 2	2	Slc25a4	10090.ENSMUSP00000034049	ADP/ATP translocase 1; Involved in mitochondrial ADP/ATP transport. Catalyzes the exchange of cytoplasmic ADP with mitochondrial ATP across the mitochondrial inner membrane; Belongs to the mitochondrial carrier (TC 2.A.29) family
MCL	57	Medium Purple 2	2	Slc25a5	10090.ENSMUSP00000016463	ADP/ATP translocase 2; Catalyzes the exchange of cytoplasmic ADP with mitochondrial ATP across the mitochondrial inner membrane. As part of the mitotic spindle-associated MMXD complex it may play a role in chromosome segregation (By similarity); Belongs to the mitochondrial carrier (TC 2.A.29) family
MCL	58	Medium Purple 3	2	Arhgap35	10090.ENSMUSP00000075242	Rho GTPase-activating protein 35; Rho GTPase-activating protein (GAP), binds several acidic phospholipids which inhibits the Rho GAP activity to promote the Rac GAP activity. This binding is inhibited by phosphorylation by PRKCA (By similarity). Involved in cell differentiation as well as cell adhesion and migration, plays an important role in retinal tissue morphogenesis, neural tube fusion, midline fusion of the cerebral hemispheres and mammary gland branching morphogenesis. Transduces signals from p21-ras to the nucleus, acting via the ras GTPase-activating protein (GAP). Transduces [...] 
MCL	58	Medium Purple 3	2	Rasa1	10090.ENSMUSP00000105179	RAS p21 protein activator 1
MCL	59	Medium Purple 4	2	Coasy	10090.ENSMUSP00000102929	Bifunctional coenzyme A synthase; Bifunctional enzyme that catalyzes the fourth and fifth sequential steps of CoA biosynthetic pathway. The fourth reaction is catalyzed by the phosphopantetheine adenylyltransferase, coded by the coaD domain; the fifth reaction is catalyzed by the dephospho-CoA kinase, coded by the coaE domain. May act as a point of CoA biosynthesis regulation; In the central section; belongs to the eukaryotic CoaD family
MCL	59	Medium Purple 4	2	Dcakd	10090.ENSMUSP00000021313	dephospho-CoA kinase domain containing; Belongs to the CoaE family
MCL	60	Medium Purple 5	2	Abcd3	10090.ENSMUSP00000029770	ATP-binding cassette sub-family D member 3; Probable transporter involved in the transport of branched-chain fatty acids and C27 bile acids into the peroxisome; the latter function is a crucial step in bile acid biosynthesis. The nucleotide-binding fold acts as an ATP-binding subunit with ATPase activity; Belongs to the ABC transporter superfamily. ABCD family. Peroxisomal fatty acyl CoA transporter (TC 3.A.1.203) subfamily
MCL	60	Medium Purple 5	2	Pex3	10090.ENSMUSP00000019945	Peroxisomal biogenesis factor 3; Involved in peroxisome biosynthesis and integrity. Assembles membrane vesicles before the matrix proteins are translocated. As a docking factor for PEX19, is necessary for the import of peroxisomal membrane proteins in the peroxisomes; Belongs to the peroxin-3 family
MCL	61	Medium Purple 6	2	Ncln	10090.ENSMUSP00000020463	Nicalin; May antagonize Nodal signaling and subsequent organization of axial structures during mesodermal patterning
MCL	61	Medium Purple 6	2	Rpn2	10090.ENSMUSP00000112081	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2; Essential subunit of the N-oligosaccharyl transferase (OST) complex which catalyzes the transfer of a high mannose oligosaccharide from a lipid-linked oligosaccharide donor to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains; Belongs to the SWP1 family
MCL	62	Medium Orchid	2	Pfkl	10090.ENSMUSP00000020522	ATP-dependent 6-phosphofructokinase, liver type; Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis; Belongs to the phosphofructokinase type A (PFKA) family. ATP-dependent PFK group I subfamily. Eukaryotic two domain clade "E" sub-subfamily
MCL	62	Medium Orchid	2	Pfkm	10090.ENSMUSP00000059801	ATP-dependent 6-phosphofructokinase, muscle type; Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis
MCL	63	Orchid 9	2	Washc4	10090.ENSMUSP00000039322	WASH complex subunit 4; Acts at least in part as component of the WASH core complex whose assembly at the surface of endosomes seems to inhibit WASH nucleation-promoting factor (NPF) activity in recruiting and activating the Arp2/3 complex to induce actin polymerization, and which is involved in regulation of the fission of tubules that serve as transport intermediates during endosome sorting
MCL	63	Orchid 9	2	Washc5	10090.ENSMUSP00000022976	WASH complex subunit 5; Acts at least in part as component of the WASH core complex whose assembly at the surface of endosomes seems to inhibit WASH nucleation-promoting factor (NPF) activity in recruiting and activating the Arp2/3 complex to induce actin polymerization, and which is involved in regulation of the fission of tubules that serve as transport intermediates during endosome sorting. May be involved in axonal outgrowth. Involved in cellular localization of ADRB2. Involved in cellular trafficking of BLOC-1 complex cargos such as ATP7A and VAMP7 (By similarity). Involved in cyt [...] 
MCL	64	Orchid 8	2	Cbl	10090.ENSMUSP00000041902	E3 ubiquitin-protein ligase CBL; Adapter protein that functions as a negative regulator of many signaling pathways that are triggered by activation of cell surface receptors. Acts as an E3 ubiquitin-protein ligase, which accepts ubiquitin from specific E2 ubiquitin-conjugating enzymes, and then transfers it to substrates promoting their degradation by the proteasome. Recognizes activated receptor tyrosine kinases, including KIT, FLT1, FGFR1, FGFR2, PDGFRA, PDGFRB, EGFR, CSF1R, EPHA8 and KDR and terminates signaling. Recognizes membrane-bound HCK, SRC and other kinases of the SRC family [...] 
MCL	64	Orchid 8	2	Lrig1	10090.ENSMUSP00000098686	Leucine-rich repeats and immunoglobulin-like domains protein 1; Acts as a feedback negative regulator of signaling by receptor tyrosine kinases, through a mechanism that involves enhancement of receptor ubiquitination and accelerated intracellular degradation
MCL	65	Orchid 6	2	Adipoq	10090.ENSMUSP00000023593	Adiponectin; Important adipokine involved in the control of fat metabolism and insulin sensitivity, with direct anti-diabetic, anti-atherogenic and anti-inflammatory activities. Stimulates AMPK phosphorylation and activation in the liver and the skeletal muscle, enhancing glucose utilization and fatty-acid combustion. Antagonizes TNF-alpha by negatively regulating its expression in various tissues such as liver and macrophages, and also by counteracting its effects. Inhibits endothelial NF-kappa-B signaling through a cAMP-dependent pathway. May play a role in cell growth, angiogenesis  [...] 
MCL	65	Orchid 6	2	Car3	10090.ENSMUSP00000029076	Carbonic anhydrase 3; Reversible hydration of carbon dioxide
MCL	66	Orchid 4	2	Sec11a	10090.ENSMUSP00000026818	Signal peptidase complex catalytic subunit SEC11A; Component of the microsomal signal peptidase complex which removes signal peptides from nascent proteins as they are translocated into the lumen of the endoplasmic reticulum
MCL	66	Orchid 4	2	Spcs3	10090.ENSMUSP00000136527	Signal peptidase complex subunit 3; Component of the microsomal signal peptidase complex which removes signal peptides and other N-terminal peptides from nascent proteins as they are translocated into the lumen of the endoplasmic reticulum
MCL	67	Orchid 3	2	Pck1	10090.ENSMUSP00000029017	Phosphoenolpyruvate carboxykinase, cytosolic [GTP]; Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP), the rate-limiting step in the metabolic pathway that produces glucose from lactate and other precursors derived from the citric acid cycle
MCL	67	Orchid 3	2	Pcx	10090.ENSMUSP00000063825	Pyruvate carboxylase, mitochondrial; Pyruvate carboxylase catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second. Catalyzes in a tissue specific manner, the initial reactions of glucose (liver, kidney) and lipid (adipose tissue, liver, brain) synthesis from pyruvate
MCL	68	Violet 3	2	Hspa12a	10090.ENSMUSP00000066860	Heat shock protein 12A
